"ID","LEVEL","SCORE","KILLDEATH","WINRATIO","PLAYTIME","MOST1","tear","attack","defence","charge","support","group","heaven"
"ÀÎ¼ºÆÄÅºÀÚ¸Æ¿øÃ¨",396,4106,3.23,50,3,"Junkrat","grandmaster",0,1,0,0,"defence","yes"
"³ª¸¸¾ÈµÇ´Â¿¬¾Ö",267,4106,3.58,60,3,"McCree","grandmaster",1,0,0,0,"attack","yes"
"ÀÌÅÎ",610,4106,1.86,47,2,"Winston","grandmaster",0,0,1,0,"charge","yes"
"¿µ¿õµµÁ×¾î¿ä",248,4106,1.6,58,3,"D.Va","grandmaster",0,0,1,0,"charge","yes"
"Soldier76",552,4106,0.4,52,4,"Tracer","grandmaster",1,0,0,0,"attack","yes"
"°¨ÀÚ¿ÍÃãÃß´Â¶Ë",283,4106,2.68,74,5,"Ana","grandmaster",0,0,0,1,"support","yes"
"»ó±İÇÏ°Ô",547,4106,1.88,46,5,"Mercy","grandmaster",0,0,0,1,"support","yes"
"»óÇÏÀÌÁ¶",460,4106,2.35,42,6,"McCree","grandmaster",1,0,0,0,"attack","yes"
"¿î¼öÁÁÀº³¯",649,4106,2.97,50,5,"Genji","grandmaster",1,0,0,0,"attack","yes"
"´ëÀü´ëÇ¥ÆÄ¶óÀåÀÎ",284,4106,1.79,54,6,"McCree","grandmaster",1,0,0,0,"attack","yes"
"BigMom",476,4106,2.39,50,6,"Winston","grandmaster",0,0,1,0,"charge","yes"
"¸ÖÆ¼",629,4106,2.3,64,7,"D.Va","grandmaster",0,0,1,0,"charge","yes"
"º¸°æ",325,4106,3.04,82,7,"McCree","grandmaster",1,0,0,0,"attack","yes"
"Hanna",440,4106,2.46,47,11,"Ana","grandmaster",0,0,0,1,"support","yes"
"cashmere",221,4106,2.17,55,12,"Lucio","grandmaster",0,0,0,1,"support","yes"
"°Ì¾ø´Â°íµù",393,4106,3.48,55,14,"Mercy","grandmaster",0,0,0,1,"support","yes"
"½ÂÇ¥",576,4106,2.68,60,15,"Genji","grandmaster",1,0,0,0,"attack","yes"
"Plotter",746,4106,0.18,56,19,"Lucio","grandmaster",0,0,0,1,"support","yes"
"±â¸ğÂî",963,4106,2.22,46,20,"D.Va","grandmaster",0,0,1,0,"charge","yes"
"VANSQUAD",1371,4106,2.27,54,23,"D.Va","grandmaster",0,0,1,0,"charge","yes"
"¸¶ÃßÀÌ",602,4106,3.18,57,26,"Lucio","grandmaster",0,0,0,1,"support","yes"
"Ruint",892,4106,2.5,53,28,"Pharah","grandmaster",1,0,0,0,"attack","yes"
"¿À¹ö¿öÄ¡",798,4106,3.3,51,27,"Ana","grandmaster",0,0,0,1,"support","yes"
"±Ã´óÀÌ",85,4105,2.49,54,35,"Winston","grandmaster",0,0,1,0,"charge","yes"
"¼¶¹Ú²Ä",197,4105,0.3,63,3,"Hanzo","grandmaster",0,1,0,0,"defence","yes"
"SuperPants",224,4105,2.97,47,2,"Hanzo","grandmaster",0,1,0,0,"defence","yes"
"È­·Ã",825,4105,3.07,45,3,"D.Va","grandmaster",0,0,1,0,"charge","yes"
"ÇÃ·Î¿ì",177,4105,1.14,37,5,"Winston","grandmaster",0,0,1,0,"charge","yes"
"gaygaykim",432,4105,2.7,67,5,"Mercy","grandmaster",0,0,0,1,"support","yes"
"³¢·èÀÌ",127,4105,1.07,44,7,"Genji","grandmaster",1,0,0,0,"attack","yes"
"IKreamI",278,4105,2.7,61,7,"Junkrat","grandmaster",0,1,0,0,"defence","yes"
"²¬··²¬··",252,4105,2.34,59,8,"Winston","grandmaster",0,0,1,0,"charge","yes"
"AzusaAizawa",439,4105,3.53,57,9,"Winston","grandmaster",0,0,1,0,"charge","yes"
"Smiley",356,4105,2.16,43,9,"D.Va","grandmaster",0,0,1,0,"charge","yes"
"EntaroAdun",250,4105,2.63,48,10,"D.Va","grandmaster",0,0,1,0,"charge","yes"
"±º´ÜÀÇ½ÅÀå",647,4105,2.58,56,12,"Mercy","grandmaster",0,0,0,1,"support","yes"
"tomy",689,4105,2.01,57,13,"Winston","grandmaster",0,0,1,0,"charge","yes"
"´ëÆ÷µ¿¹Ì»çÀÏ",741,4105,1.85,48,17,"D.Va","grandmaster",0,0,1,0,"charge","yes"
"¼¼°Ç",482,4105,1.87,50,19,"Ana","grandmaster",0,0,0,1,"support","yes"
"Commande",386,4105,3.59,54,22,"Tracer","grandmaster",1,0,0,0,"attack","yes"
"¹Ğ¸®¿ÀÇÍ",620,4105,2.12,49,23,"Lucio","grandmaster",0,0,0,1,"support","yes"
"numkill",360,4105,2.48,55,37,"McCree","grandmaster",1,0,0,0,"attack","yes"
"Michael",174,4104,1.66,62,44,"Ana","grandmaster",0,0,0,1,"support","yes"
"ÁÖ¸ù",158,4104,3.45,60,1,"Tracer","grandmaster",1,0,0,0,"attack","yes"
"°¨ÀÚ",681,4104,1.6,40,1,"Tracer","grandmaster",1,0,0,0,"attack","yes"
"Èñ¸ÁÀÌ",775,4104,2.74,64,2,"Genji","grandmaster",1,0,0,0,"attack","yes"
"Àâ½Ä°õ",821,4104,2.2,57,4,"McCree","grandmaster",1,0,0,0,"attack","yes"
"Èñµ¿",353,4104,2.32,70,5,"Lucio","grandmaster",0,0,0,1,"support","yes"
"Hanzo",511,4104,2.47,45,6,"Lucio","grandmaster",0,0,0,1,"support","yes"
"JWT",253,4104,1.99,46,9,"Ana","grandmaster",0,0,0,1,"support","yes"
"±â¿ä¹Ì",505,4104,1.64,57,9,"Zarya","grandmaster",0,0,1,0,"charge","yes"
"¼úÃëÇÑ¶±ººÀÌ",1072,4104,2.03,54,11,"Lucio","grandmaster",0,0,0,1,"support","yes"
"½Ã¾î¸Ó´Ï",450,4104,0.75,59,12,"D.Va","grandmaster",0,0,1,0,"charge","yes"
"´Á´ë",521,4104,2.82,57,14,"Lucio","grandmaster",0,0,0,1,"support","yes"
"SUN",101,4104,3.2,61,14,"Roadhog","grandmaster",0,0,1,0,"charge","yes"
"syea",526,4104,3.39,52,29,"Ana","grandmaster",0,0,0,1,"support","yes"
"ºñºñµå",586,4104,2.54,48,34,"Genji","grandmaster",1,0,0,0,"attack","yes"
"Godosin",861,4104,2.03,50,36,"McCree","grandmaster",1,0,0,0,"attack","yes"
"UFACE",80,4104,2.44,49,57,"Winston","grandmaster",0,0,1,0,"charge","yes"
"Akira",741,4103,2.94,54,58,"Genji","grandmaster",1,0,0,0,"attack","yes"
"XurY",620,4103,2.15,40,2,"Ana","grandmaster",0,0,0,1,"support","yes"
"Methuselah",247,4103,1.73,46,2,"Ana","grandmaster",0,0,0,1,"support","yes"
"±èÈï±¹",587,4103,3.48,75,3,"Ana","grandmaster",0,0,0,1,"support","yes"
"¾îº¹",597,4103,3.2,71,4,"Mercy","grandmaster",0,0,0,1,"support","yes"
"³ëÃ¢Áø",458,4103,1.88,42,4,"McCree","grandmaster",1,0,0,0,"attack","yes"
"cacaoban",1145,4103,1.58,58,4,"Winston","grandmaster",0,0,1,0,"charge","yes"
"Ç¡·Ö",499,4103,1.85,41,5,"McCree","grandmaster",1,0,0,0,"attack","yes"
"HuHrricane",207,4103,2.19,66,5,"Tracer","grandmaster",1,0,0,0,"attack","yes"
"È«°æ¹Î",547,4103,2.77,62,5,"Ana","grandmaster",0,0,0,1,"support","yes"
"SOC",81,4103,1.85,54,7,"Genji","grandmaster",1,0,0,0,"attack","yes"
"Espresso",811,4103,2.77,56,8,"Genji","grandmaster",1,0,0,0,"attack","yes"
"luster",751,4103,2.83,50,10,"McCree","grandmaster",1,0,0,0,"attack","yes"
"Áö³ª°¡´Â³ª±ÙÇı",408,4103,1.91,52,11,"Winston","grandmaster",0,0,1,0,"charge","yes"
"GoDVA",394,4103,1.88,49,12,"McCree","grandmaster",1,0,0,0,"attack","yes"
"Wanted",372,4103,3.85,58,15,"D.Va","grandmaster",0,0,1,0,"charge","yes"
"YrU",801,4103,2.72,48,14,"Ana","grandmaster",0,0,0,1,"support","yes"
"¹ÚÀçÇöÀºÃµÀç",315,4103,1.37,55,18,"Lucio","grandmaster",0,0,0,1,"support","yes"
"WHORU",864,4103,2.95,48,17,"Reinhardt","grandmaster",0,0,1,0,"charge","yes"
"Àü¼³",181,4103,2.37,54,20,"Pharah","grandmaster",1,0,0,0,"attack","yes"
"WHORU",864,4103,2.37,54,20,"Winston","grandmaster",0,0,1,0,"charge","yes"
"Àü¼³",181,4103,1.97,49,24,"Ana","grandmaster",0,0,0,1,"support","yes"
"¸Ş¸£½ÃÁ¶±İÀßÇÔ",269,4103,0.66,48,25,"Genji","grandmaster",1,0,0,0,"attack","yes"
"ToT",596,4103,2.48,55,35,"D.Va","grandmaster",0,0,1,0,"charge","yes"
"ÀÌÈ£Àç",408,4102,2.99,64,1,"Lucio","grandmaster",0,0,0,1,"support","yes"
"FINE",508,4102,2.37,83,3,"Ana","grandmaster",0,0,0,1,"support","yes"
"Ã¼´Ù",1115,4102,0.84,52,4,"D.Va","grandmaster",0,0,1,0,"charge","yes"
"PSYCHOPATHS",504,4102,2.18,55,4,"Genji","grandmaster",1,0,0,0,"attack","yes"
"fusion2481",1056,4102,3.55,65,4,"Lucio","grandmaster",0,0,0,1,"support","yes"
"ÀÌÁö¿µ",493,4102,1.61,52,4,"Tracer","grandmaster",1,0,0,0,"attack","yes"
"BOSS",270,4102,1.61,56,5,"Genji","grandmaster",1,0,0,0,"attack","yes"
"vinoo39",509,4102,2.8,68,5,"Ana","grandmaster",0,0,0,1,"support","yes"
"riched",312,4102,3.04,55,7,"Mercy","grandmaster",0,0,0,1,"support","yes"
"WickeD",658,4102,2.14,56,10,"Winston","grandmaster",0,0,1,0,"charge","yes"
"Emchang",536,4102,2.65,62,8,"Ana","grandmaster",0,0,0,1,"support","yes"
"ÀÌ·±¿Àµ­",548,4102,0.61,67,10,"Ana","grandmaster",0,0,0,1,"support","yes"
"ÁÖÀÎ",102,4102,2.58,57,12,"Mercy","grandmaster",0,0,0,1,"support","yes"
"¶×ÀÌ",431,4102,3.03,68,13,"Ana","grandmaster",0,0,0,1,"support","yes"
"what2do",178,4102,2.61,60,14,"Lucio","grandmaster",0,0,0,1,"support","yes"
"VENIVIDIVICI",416,4102,3.25,72,16,"Ana","grandmaster",0,0,0,1,"support","yes"
"ÇÏ³ª³ë¿¹",325,4102,1.94,55,16,"Hanzo","grandmaster",0,1,0,0,"defence","yes"
"MEGAMIND",1002,4102,2.05,48,19,"Tracer","grandmaster",1,0,0,0,"attack","yes"
"Kotori",1351,4102,1.74,48,56,"Zenyatta","grandmaster",0,0,0,1,"support","yes"
"¼¼¹Ì°«",638,4101,2.39,70,2,"Lucio","grandmaster",0,0,0,1,"support","yes"
"sedna",332,4101,3.15,85,2,"Mercy","grandmaster",0,0,0,1,"support","yes"
"Omega6",616,4101,2.19,50,2,"Ana","grandmaster",0,0,0,1,"support","yes"
"HIX",204,4101,2.14,44,3,"Winston","grandmaster",0,0,1,0,"charge","yes"
"Cloud",703,4101,2.25,48,5,"Ana","grandmaster",0,0,0,1,"support","yes"
"Hexa",171,4101,3.98,71,4,"Ana","grandmaster",0,0,0,1,"support","yes"
"ÇÒÂ¦",643,4101,2.12,50,5,"Junkrat","grandmaster",0,1,0,0,"defence","yes"
"X74",75,4101,3.12,42,7,"Ana","grandmaster",0,0,0,1,"support","yes"
"ÀÌ»ó",169,4101,1.94,63,8,"Ana","grandmaster",0,0,0,1,"support","yes"
"Å°¸®»çÅ°Ä¡Åä°Ô",667,4101,2.4,53,8,"Lucio","grandmaster",0,0,0,1,"support","yes"
"²¿²¿",621,4101,1.85,50,9,"McCree","grandmaster",1,0,0,0,"attack","yes"
"GOOD",230,4101,2.3,49,10,"Ana","grandmaster",0,0,0,1,"support","yes"
"ºıÄ£Çü",781,4101,3.44,45,11,"Ana","grandmaster",0,0,0,1,"support","yes"
"ÇØ»ï2",324,4101,1.96,45,12,"Tracer","grandmaster",1,0,0,0,"attack","yes"
"¿¹¼Ö",546,4101,3.06,69,14,"Ana","grandmaster",0,0,0,1,"support","yes"
"Epel",661,4101,3.22,45,17,"Tracer","grandmaster",1,0,0,0,"attack","yes"
"½Å³ë½ºÄÉ",114,4101,1.99,57,18,"Ana","grandmaster",0,0,0,1,"support","yes"
"ÇĞ»ı",838,4101,2.3,53,16,"Genji","grandmaster",1,0,0,0,"attack","yes"
"Gladiator",1078,4101,2.34,50,20,"Lucio","grandmaster",0,0,0,1,"support","yes"
"»ç½¿",281,4101,3.07,55,23,"Tracer","grandmaster",1,0,0,0,"attack","yes"
"ScreaM",112,4100,2.63,60,1,"Zarya","grandmaster",0,0,1,0,"charge","yes"
"Åå½î´Â¿¤ÇÁ",360,4100,4.14,54,2,"Winston","grandmaster",0,0,1,0,"charge","yes"
"´ëÁ¤¸Æ",198,4100,1.12,8,2,"Genji","grandmaster",1,0,0,0,"attack","yes"
"Kusalleak",120,4100,2.15,56,3,"Winston","grandmaster",0,0,1,0,"charge","yes"
"Àå¾îÃÊ¹ä",951,4100,1.73,53,3,"McCree","grandmaster",1,0,0,0,"attack","yes"
"¸»°ÉÁö¸¶¼¼¿ä",1418,4100,1.83,44,5,"Hanzo","grandmaster",0,1,0,0,"defence","yes"
"GovNeKo",134,4100,2.7,56,5,"Zenyatta","grandmaster",0,0,0,1,"support","yes"
"ºÎ¸£¸ª",63,4100,3.09,54,5,"McCree","grandmaster",1,0,0,0,"attack","yes"
"½É¼º½Ä",515,4100,2.58,54,5,"Tracer","grandmaster",1,0,0,0,"attack","yes"
"ÇØµ¿ÂŞ²Ù¹Ì",704,4100,3.34,77,5,"Winston","grandmaster",0,0,1,0,"charge","yes"
"cyncia",475,4100,3.35,54,9,"Ana","grandmaster",0,0,0,1,"support","yes"
"BiJou",414,4100,2.34,40,11,"Ana","grandmaster",0,0,0,1,"support","yes"
"Á¦¹ß»ì·ÁÁŞ¸Ş",97,4100,2.21,50,11,"Zenyatta","grandmaster",0,0,0,1,"support","yes"
"Evan",331,4100,2.43,63,13,"Winston","grandmaster",0,0,1,0,"charge","yes"
"Edge",267,4100,0.94,52,13,"Doomfist","grandmaster",1,0,0,0,"attack","yes"
"ZERO",249,4100,2.67,53,14,"Tracer","grandmaster",1,0,0,0,"attack","yes"
"È²±İÃÑ¾Ë",612,4100,2.45,66,15,"Ana","grandmaster",0,0,0,1,"support","yes"
"Àç¿ö´Âµå¸±°Ô",919,4100,1.14,46,23,"D.Va","grandmaster",0,0,1,0,"charge","yes"
"µÚ¿¡",819,4100,2.33,60,24,"Soldier: 76","grandmaster",1,0,0,0,"attack","yes"
"¼ºÁöÀ±",81,4099,5.95,89,1,"McCree","grandmaster",1,0,0,0,"attack","yes"
"HAN",231,4099,1.49,60,1,"Hanzo","grandmaster",0,1,0,0,"defence","yes"
"¿ä½Ã",156,4099,3.01,40,2,"Winston","grandmaster",0,0,1,0,"charge","yes"
"Quickstep",74,4099,7,100,1,"Mercy","grandmaster",0,0,0,1,"support","yes"
"½ºÇÁ·¹ÀÌÆ½Àå¾Ö",64,4099,3.41,73,1,"Winston","grandmaster",0,0,1,0,"charge","yes"
"Mireys",104,4099,3.32,59,3,"Junkrat","grandmaster",0,1,0,0,"defence","yes"
"KimJaguar",899,4099,2.05,42,3,"Ana","grandmaster",0,0,0,1,"support","yes"
"Ripples",1012,4099,1.18,39,4,"Pharah","grandmaster",1,0,0,0,"attack","yes"
"AGYT",91,4099,3.19,52,5,"Tracer","grandmaster",1,0,0,0,"attack","yes"
"Honglu",590,4099,1.71,39,5,"Zarya","grandmaster",0,0,1,0,"charge","yes"
"apple",233,4099,1.74,53,6,"Ana","grandmaster",0,0,0,1,"support","yes"
"RYUJEHONG",107,4099,3.07,59,10,"Genji","grandmaster",1,0,0,0,"attack","yes"
"¸ÆÅ©¸®",151,4099,2.43,49,10,"Tracer","grandmaster",1,0,0,0,"attack","yes"
"ELYSIA",256,4099,3.1,54,13,"Lucio","grandmaster",0,0,0,1,"support","yes"
"Defense",293,4099,1.96,47,27,"Mercy","grandmaster",0,0,0,1,"support","yes"
"°¢Æø",477,4099,2.38,66,36,"Tracer","grandmaster",1,0,0,0,"attack","yes"
"”î”ğ”ô”ñ”ï",386,4098,2.29,40,1,"Winston","grandmaster",0,0,1,0,"charge","yes"
"ÇĞ»ìÀÚ",368,4098,3.88,67,2,"Ana","grandmaster",0,0,0,1,"support","yes"
"½½ºñ³»²¨ÇØ",710,4098,1.99,38,2,"Genji","grandmaster",1,0,0,0,"attack","yes"
"SUPREAM",196,4098,2.3,47,2,"McCree","grandmaster",1,0,0,0,"attack","yes"
"Kira",65,4098,2.82,63,3,"Winston","grandmaster",0,0,1,0,"charge","yes"
"ºÎ¿ËºÎ¿Ë",267,4098,1.69,57,4,"Ana","grandmaster",0,0,0,1,"support","yes"
"¸Ş·Õ",355,4098,1.86,44,5,"D.Va","grandmaster",0,0,1,0,"charge","yes"
"record8",208,4098,2.69,50,5,"Lucio","grandmaster",0,0,0,1,"support","yes"
"ÇÇÁîÄ¡ÀÚ",646,4098,1.94,53,6,"Lucio","grandmaster",0,0,0,1,"support","yes"
"Colorful",580,4098,1.82,49,9,"Winston","grandmaster",0,0,1,0,"charge","yes"
"VALAK",378,4098,2.74,55,9,"Zarya","grandmaster",0,0,1,0,"charge","yes"
"epiphany",535,4098,1.73,46,11,"McCree","grandmaster",1,0,0,0,"attack","yes"
"¾ÃÃæ",166,4098,1.57,49,11,"Lucio","grandmaster",0,0,0,1,"support","yes"
"¿¡ÄÚ",587,4098,2.12,45,12,"Ana","grandmaster",0,0,0,1,"support","yes"
"±èÈñ¼ö",500,4098,1.54,53,20,"Tracer","grandmaster",1,0,0,0,"attack","yes"
"ÀÌÁ¤Äl",610,4098,1.83,53,25,"Lucio","grandmaster",0,0,0,1,"support","yes"
"À¯Å¸",243,4098,3.57,64,27,"Ana","grandmaster",0,0,0,1,"support","yes"
"Veritas",449,4097,3.93,56,1,"Reinhardt","grandmaster",0,0,1,0,"charge","yes"
"¸Á°í¸Á°í¸Á°í¸Á°í",358,4097,1.75,30,1,"Ana","grandmaster",0,0,0,1,"support","yes"
"¼Û»óÇõ",202,4097,2.38,36,2,"Lucio","grandmaster",0,0,0,1,"support","yes"
"ÁØÇõÀÌ°öÃ¢½È¾îÇØ",517,4097,1.69,38,2,"Genji","grandmaster",1,0,0,0,"attack","yes"
"battlewin",563,4097,2.48,50,3,"Lucio","grandmaster",0,0,0,1,"support","yes"
"´ŞÃÑ",451,4097,1.62,42,3,"Ana","grandmaster",0,0,0,1,"support","yes"
"¿ä±«¸Ş¸£½Ã",972,4097,2.81,52,4,"Junkrat","grandmaster",0,1,0,0,"defence","yes"
"TooT",460,4097,2.36,50,3,"Winston","grandmaster",0,0,1,0,"charge","yes"
"Ryker",88,4097,2.1,52,5,"McCree","grandmaster",1,0,0,0,"attack","yes"
"¾ß½Ä",615,4097,1.8,43,6,"D.Va","grandmaster",0,0,1,0,"charge","yes"
"SKY",237,4097,1.97,45,5,"Zenyatta","grandmaster",0,0,0,1,"support","yes"
"Ãµ»ç¸Ş¸£½Ã",530,4097,0.57,54,8,"Lucio","grandmaster",0,0,0,1,"support","yes"
"Â÷¿ø",776,4097,1.65,47,8,"Ana","grandmaster",0,0,0,1,"support","yes"
"²Ù¸£²Ù¸£ÇØ",327,4097,2.13,52,17,"Genji","grandmaster",1,0,0,0,"attack","yes"
"f3715h",88,4097,2.63,59,15,"Ana","grandmaster",0,0,0,1,"support","yes"
"O3O",269,4097,2.31,51,17,"Soldier: 76","grandmaster",1,0,0,0,"attack","yes"
"´©±¸½ÅÁö",208,4097,2.52,50,22,"Ana","grandmaster",0,0,0,1,"support","yes"
"µô·¯Á»ÇÏÀÚ",590,4097,2.34,54,62,"Genji","grandmaster",1,0,0,0,"attack","yes"
"fien",811,4096,2.78,70,1,"Mercy","grandmaster",0,0,0,1,"support","yes"
"´µ³¡",622,4096,2.02,50,2,"Doomfist","grandmaster",1,0,0,0,"attack","yes"
"Supernova",197,4096,2.18,44,3,"Junkrat","grandmaster",0,1,0,0,"defence","yes"
"Integral",159,4096,4.06,89,3,"McCree","grandmaster",1,0,0,0,"attack","yes"
"¸®µå",110,4096,2.46,65,3,"Genji","grandmaster",1,0,0,0,"attack","yes"
"ÆÄ¼¼±â",216,4096,2.19,38,4,"Tracer","grandmaster",1,0,0,0,"attack","yes"
"HAK",356,4096,0.7,20,4,"McCree","grandmaster",1,0,0,0,"attack","yes"
"Apaks",543,4096,2.1,62,5,"McCree","grandmaster",1,0,0,0,"attack","yes"
"ÄÚ··ÅÁÀÌÈ­²öÇı",524,4096,3,68,6,"Ana","grandmaster",0,0,0,1,"support","yes"
"Blossom",513,4096,2.13,59,5,"Zarya","grandmaster",0,0,1,0,"charge","yes"
"¿ø½ã",516,4096,1.93,58,6,"Doomfist","grandmaster",1,0,0,0,"attack","yes"
"ºê±İ¼ú»ç",460,4096,1.95,61,8,"McCree","grandmaster",1,0,0,0,"attack","yes"
"Zero",242,4096,2.83,67,10,"McCree","grandmaster",1,0,0,0,"attack","yes"
"ohN",382,4096,2.44,52,12,"Mercy","grandmaster",0,0,0,1,"support","yes"
"hacker",386,4096,1.89,49,13,"Lucio","grandmaster",0,0,0,1,"support","yes"
"¸ŞÀÌ",544,4096,1.92,61,12,"Winston","grandmaster",0,0,1,0,"charge","yes"
"Elizabeth",193,4096,1.99,55,14,"D.Va","grandmaster",0,0,1,0,"charge","yes"
"Usamgyeop",775,4096,2.62,59,24,"Ana","grandmaster",0,0,0,1,"support","yes"
"¹Î±Ô",311,4095,1.95,70,2,"Ana","grandmaster",0,0,0,1,"support","yes"
"SSing",232,4095,1.41,40,2,"Ana","grandmaster",0,0,0,1,"support","yes"
"¹Î½Ã±â",336,4095,3,73,1,"Widowmaker","grandmaster",0,1,0,0,"defence","yes"
"°ø½Ã¸Ş¼öºñÇÑÁ¶",95,4095,2.8,55,1,"Ana","grandmaster",0,0,0,1,"support","yes"
"µô·¯¾ÈÁÖ¸é¿ÃÂ÷´Ü",439,4095,3.78,67,3,"Junkrat","grandmaster",0,1,0,0,"defence","yes"
"TheKing",265,4095,1.8,58,4,"Ana","grandmaster",0,0,0,1,"support","yes"
"eunwangho",2077,4095,3.01,60,3,"Winston","grandmaster",0,0,1,0,"charge","yes"
"INK",430,4095,2.93,41,4,"Lucio","grandmaster",0,0,0,1,"support","yes"
"ºñµ¨",588,4095,2.2,50,6,"Mercy","grandmaster",0,0,0,1,"support","yes"
"MIRACULOUS",1229,4095,3.29,50,6,"Zenyatta","grandmaster",0,0,0,1,"support","yes"
"Àç¿ø",673,4095,2.32,53,6,"Symmetra","grandmaster",0,0,0,1,"support","yes"
"DeadlyFeet",485,4095,3.31,64,8,"Roadhog","grandmaster",0,0,1,0,"charge","yes"
"¿¬¾ÖÇõ¸í",528,4095,1.74,49,8,"Ana","grandmaster",0,0,0,1,"support","yes"
"saybyeday",63,4095,2.28,46,9,"Soldier: 76","grandmaster",1,0,0,0,"attack","yes"
"¿ùÇÏ",317,4095,2.15,51,11,"D.Va","grandmaster",0,0,1,0,"charge","yes"
"¿ì¸®¾ö¸¶µµ¶ó¿¡¸ù",233,4095,2.5,54,19,"Reinhardt","grandmaster",0,0,1,0,"charge","yes"
"Louise",312,4095,2.56,51,21,"Winston","grandmaster",0,0,1,0,"charge","yes"
"ReSurRecT1on",342,4095,1.77,56,21,"Winston","grandmaster",0,0,1,0,"charge","yes"
"Warhound",544,4095,2.26,57,34,"Ana","grandmaster",0,0,0,1,"support","yes"
"TOT",174,4095,3.2,59,34,"Ana","grandmaster",0,0,0,1,"support","yes"
"Selena",189,4095,2.75,60,37,"Genji","grandmaster",1,0,0,0,"attack","yes"
"Áö¼ÕÁö¼Õ",627,4095,2.61,51,40,"Ana","grandmaster",0,0,0,1,"support","yes"
"°­¾ğ",79,4094,3.07,56,2,"Hanzo","grandmaster",0,1,0,0,"defence","yes"
"ÀåÁö¹Î",101,4094,2.18,50,2,"Tracer","grandmaster",1,0,0,0,"attack","yes"
"¼­ÇÑ",566,4094,1.43,50,2,"Tracer","grandmaster",1,0,0,0,"attack","yes"
"ÇÇÅ©´Ğ",426,4094,2.28,50,2,"Lucio","grandmaster",0,0,0,1,"support","yes"
"¶óÀÎÇÏ¸£Æ®",76,4094,3.01,65,3,"Junkrat","grandmaster",0,1,0,0,"defence","yes"
"Å×ÀÏ·¯½ºÀ§ÇÁÆ®",350,4094,1.66,65,3,"McCree","grandmaster",1,0,0,0,"attack","yes"
"ÀÌÁØÁØÀÌÁØÀÌÁØÀÌ",427,4094,1.33,50,4,"Genji","grandmaster",1,0,0,0,"attack","yes"
"Èú·¯Àü¹®¿ä¿ø",421,4094,2.88,48,5,"Tracer","grandmaster",1,0,0,0,"attack","yes"
"Kazahana",208,4094,4.23,55,5,"Winston","grandmaster",0,0,1,0,"charge","yes"
"Genji",181,4094,1.97,50,7,"Roadhog","grandmaster",0,0,1,0,"charge","yes"
"±è»óÁø",340,4094,1.02,63,7,"Lucio","grandmaster",0,0,0,1,"support","yes"
"ketMoQ",138,4094,2.89,42,10,"Zarya","grandmaster",0,0,1,0,"charge","yes"
"konam",47,4094,2.5,62,11,"Reinhardt","grandmaster",0,0,1,0,"charge","yes"
"ÇÑÁ¶",366,4094,2.04,49,18,"Ana","grandmaster",0,0,0,1,"support","yes"
"Nandayo",500,4094,0.82,52,41,"Mercy","grandmaster",0,0,0,1,"support","yes"
"µ¹ÀÜÄ¡‹š¸ÁÄ¡ÀâÀ½",108,4093,2.19,58,2,"Winston","grandmaster",0,0,1,0,"charge","yes"
"BLOODRAIN",612,4093,1.88,44,3,"Tracer","grandmaster",1,0,0,0,"attack","yes"
"È«¼ºÂù",567,4093,1.55,42,5,"Junkrat","grandmaster",0,1,0,0,"defence","yes"
"jake0130",434,4093,2.76,52,6,"Ana","grandmaster",0,0,0,1,"support","yes"
"¾Ç¸¶",213,4093,2.96,53,9,"Genji","grandmaster",1,0,0,0,"attack","yes"
"MARTIN",358,4093,2.32,56,13,"Ana","grandmaster",0,0,0,1,"support","yes"
"¹éÀÏÈ«",656,4093,2.17,51,14,"Genji","grandmaster",1,0,0,0,"attack","yes"
"ÈæÇüÀÇÁÖ¹®",596,4093,2.29,59,14,"Mercy","grandmaster",0,0,0,1,"support","yes"
"ºñºñºò",706,4093,2.23,54,17,"Ana","grandmaster",0,0,0,1,"support","yes"
"³»ÀÌ¸§Àº¸ÆÅ©¸®",183,4093,2,48,17,"Hanzo","grandmaster",0,1,0,0,"defence","yes"
"±×·¡",899,4093,2.44,56,20,"Lucio","grandmaster",0,0,0,1,"support","yes"
"ºñÁî¿Î½º",820,4093,0.51,50,20,"D.Va","grandmaster",0,0,1,0,"charge","yes"
"¹é¼ö",736,4093,2.41,54,28,"Doomfist","grandmaster",1,0,0,0,"attack","yes"
"ÀÌ¿¬Áö",379,4092,1.71,67,2,"Lucio","grandmaster",0,0,0,1,"support","yes"
"TAGS2N0",134,4092,2.59,60,1,"Lucio","grandmaster",0,0,0,1,"support","yes"
"dontsay",754,4092,1.36,42,2,"Doomfist","grandmaster",1,0,0,0,"attack","yes"
"S2K",356,4092,2.39,60,3,"D.Va","grandmaster",0,0,1,0,"charge","yes"
"Kyum",312,4092,2.08,55,2,"McCree","grandmaster",1,0,0,0,"attack","yes"
"°ÕÁö°¡¹¹ÇÏ´Â°ÕÁö",121,4092,2.48,42,3,"Junkrat","grandmaster",0,1,0,0,"defence","yes"
"PkmN",784,4092,2.87,43,3,"Mercy","grandmaster",0,0,0,1,"support","yes"
"µô¼Û¼ÛÆ÷È­Å¹",114,4092,0.56,33,4,"Ana","grandmaster",0,0,0,1,"support","yes"
"¾È³»»çÇ×",513,4092,2.79,50,5,"Winston","grandmaster",0,0,1,0,"charge","yes"
